"AWL_ID","EVENT_ID","RACE_CODE","SCALLOP_NUMBER","WHOLE_WT_GRAMS","SHELL_WORM_SW","SHELL_HEIGHT_MM","SEX_SW","SCAL_GONAD_COND","MUD_BLISTER_SW","AGE_STRUCTURE_COLLECTED","MEAT_CONDITION_SW","MEAT_WEIGHT_GRAMS","CLAPPER","D1_SW","D2_SW","D3_SW","CRAB_NUM","BIOLOGICAL_WIDTH_MM","SHELL_CONDITION_SW","CONDITION_SW","SAMPLE_TYPE","SAMPLER","BASKET_ID"
130339,"2016D02046","74120","10",274.000000,"1",146.000000,"1","4","3","1","0",27.000000,"","0",,,,,,,"1","MDS",
130340,"2016D02047","74120","1",228.000000,"1",135.000000,"2","4","0","1","0",18.000000,"","0",,,,,,,"1","MDS",
130341,"2016D02047","74120","2",257.000000,,111.000000,"2","3",,"1","0",20.000000,"","0",,,,,,,"1","MDS",
130342,"2016D02047","74120","3",259.000000,"1",128.000000,"2","3","0","1","1",16.000000,"","0",,,,,,,"1","MDS",
130343,"2016D02047","74120","4",310.000000,"1",151.000000,"2","3","1","1","0",30.000000,"","0",,,,,,,"1","MDS",
130344,"2016D02047","74120","5",,"0",,"1","0","0","1","0",,"","0",,,,,,,"1","MDS",
130345,"2016D02001","74120","31",,,102.000000,,,,,,,"","0",,,,,,,"1","QTS",
130346,"2016D02001","74120","32",,,142.000000,,,,,,,"","0",,,,,,,"1","QTS",
130347,"2016D02001","74120","33",,,118.000000,,,,,,,"","3",,,,,,,"1","QTS",
130348,"2016D02001","74120","34",,,151.000000,,,,,,,"","6",,,,,,,"1","QTS",
130349,"2016D02001","74120","35",,,124.000000,,,,,,,"","1",,,,,,,"1","QTS",
130350,"2016D02003","74120","31",,,123.000000,,,,,,,"","0",,,,,,,"1","QTS",
130351,"2016D02003","74120","32",,,113.000000,,,,,,,"","0",,,,,,,"1","QTS",
130352,"2016D02003","74120","33",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130353,"2016D02003","74120","34",,,134.000000,,,,,,,"","3",,,,,,,"1","QTS",
130354,"2016D02003","74120","35",,,130.000000,,,,,,,"","3",,,,,,,"1","QTS",
130355,"2016D02003","74120","36",,,140.000000,,,,,,,"","3",,,,,,,"1","QTS",
130356,"2016D02003","74120","37",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130357,"2016D02003","74120","38",,,134.000000,,,,,,,"","0",,,,,,,"1","QTS",
130358,"2016D02003","74120","39",,,137.000000,,,,,,,"","0",,,,,,,"1","QTS",
130359,"2016D02003","74120","40",,,129.000000,,,,,,,"","0",,,,,,,"1","QTS",
130360,"2016D02003","74120","41",,,114.000000,,,,,,,"","3",,,,,,,"1","QTS",
130361,"2016D02003","74120","42",,,138.000000,,,,,,,"","0",,,,,,,"1","QTS",
130362,"2016D02003","74120","43",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130363,"2016D02003","74120","44",,,129.000000,,,,,,,"","0",,,,,,,"1","QTS",
130364,"2016D02003","74120","45",,,134.000000,,,,,,,"","0",,,,,,,"1","QTS",
130365,"2016D02003","74120","46",,,142.000000,,,,,,,"","0",,,,,,,"1","QTS",
130366,"2016D02003","74120","47",,,116.000000,,,,,,,"","0",,,,,,,"1","QTS",
130367,"2016D02003","74120","48",,,114.000000,,,,,,,"","0",,,,,,,"1","QTS",
130368,"2016D02003","74120","49",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130369,"2016D02003","74120","50",,,131.000000,,,,,,,"","0",,,,,,,"1","QTS",
130370,"2016D02003","74120","51",,,142.000000,,,,,,,"","0",,,,,,,"1","QTS",
130371,"2016D02003","74120","52",,,116.000000,,,,,,,"","0",,,,,,,"1","QTS",
130372,"2016D02003","74120","53",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130373,"2016D02003","74120","54",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130374,"2016D02003","74120","55",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130375,"2016D02003","74120","56",,,126.000000,,,,,,,"","0",,,,,,,"1","QTS",
130376,"2016D02003","74120","57",,,123.000000,,,,,,,"","0",,,,,,,"1","QTS",
130377,"2016D02003","74120","58",,,142.000000,,,,,,,"","0",,,,,,,"1","QTS",
130378,"2016D02003","74120","59",,,127.000000,,,,,,,"","5",,,,,,,"1","QTS",
130379,"2016D02003","74120","60",,,132.000000,,,,,,,"","5",,,,,,,"1","QTS",
130380,"2016D02004","74120","31",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130381,"2016D02004","74120","32",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130382,"2016D02004","74120","33",,,107.000000,,,,,,,"","0",,,,,,,"1","QTS",
130383,"2016D02004","74120","34",,,120.000000,,,,,,,"","0",,,,,,,"1","QTS",
130384,"2016D02004","74120","35",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130385,"2016D02004","74120","36",,,108.000000,,,,,,,"","0",,,,,,,"1","QTS",
130386,"2016D02004","74120","37",,,95.000000,,,,,,,"","0",,,,,,,"1","QTS",
130387,"2016D02004","74120","38",,,122.000000,,,,,,,"","5",,,,,,,"1","QTS",
130388,"2016D02004","74120","39",,,99.000000,,,,,,,"","5",,,,,,,"1","QTS",
130389,"2016D02004","74120","40",,,111.000000,,,,,,,"","0",,,,,,,"1","QTS",
130390,"2016D02004","74120","41",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130391,"2016D02004","74120","42",,,122.000000,,,,,,,"","0",,,,,,,"1","QTS",
130392,"2016D02004","74120","43",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130393,"2016D02004","74120","44",,,99.000000,,,,,,,"","0",,,,,,,"1","QTS",
130394,"2016D02004","74120","45",,,110.000000,,,,,,,"","0",,,,,,,"1","QTS",
130395,"2016D02004","74120","46",,,120.000000,,,,,,,"","0",,,,,,,"1","QTS",
130396,"2016D02004","74120","47",,,114.000000,,,,,,,"","0",,,,,,,"1","QTS",
130397,"2016D02004","74120","48",,,119.000000,,,,,,,"","0",,,,,,,"1","QTS",
130398,"2016D02004","74120","49",,,100.000000,,,,,,,"","0",,,,,,,"1","QTS",
130399,"2016D02004","74120","50",,,108.000000,,,,,,,"","0",,,,,,,"1","QTS",
130400,"2016D02004","74120","51",,,116.000000,,,,,,,"","1",,,,,,,"1","QTS",
130401,"2016D02004","74120","52",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130402,"2016D02004","74120","53",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130403,"2016D02004","74120","54",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130404,"2016D02004","74120","55",,,99.000000,,,,,,,"","0",,,,,,,"1","QTS",
130405,"2016D02004","74120","56",,,107.000000,,,,,,,"","0",,,,,,,"1","QTS",
130406,"2016D02004","74120","57",,,102.000000,,,,,,,"","0",,,,,,,"1","QTS",
130407,"2016D02004","74120","58",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130408,"2016D02004","74120","59",,,106.000000,,,,,,,"","0",,,,,,,"1","QTS",
130409,"2016D02004","74120","60",,,113.000000,,,,,,,"","0",,,,,,,"1","QTS",
130410,"2016D02004","74120","61",,,55.000000,,,,,,,"","0",,,,,,,"1","QTS",
130411,"2016D02004","74120","62",,,96.000000,,,,,,,"","0",,,,,,,"1","QTS",
130412,"2016D02004","74120","63",,,91.000000,,,,,,,"","0",,,,,,,"1","QTS",
130413,"2016D02004","74120","64",,,84.000000,,,,,,,"","0",,,,,,,"1","QTS",
130414,"2016D02004","74120","65",,,93.000000,,,,,,,"","0",,,,,,,"1","QTS",
130415,"2016D02004","74120","66",,,45.000000,,,,,,,"","0",,,,,,,"1","QTS",
130416,"2016D02004","74120","67",,,93.000000,,,,,,,"","0",,,,,,,"1","QTS",
130417,"2016D02004","74120","68",,,91.000000,,,,,,,"","0",,,,,,,"1","QTS",
130418,"2016D02004","74120","69",,,56.000000,,,,,,,"","0",,,,,,,"1","QTS",
130419,"2016D02004","74120","70",,,55.000000,,,,,,,"","0",,,,,,,"1","QTS",
130420,"2016D02004","74120","71",,,78.000000,,,,,,,"","0",,,,,,,"1","QTS",
130421,"2016D02004","74120","72",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130422,"2016D02004","74120","73",,,92.000000,,,,,,,"","0",,,,,,,"1","QTS",
130423,"2016D02004","74120","74",,,85.000000,,,,,,,"","0",,,,,,,"1","QTS",
130424,"2016D02004","74120","75",,,47.000000,,,,,,,"","0",,,,,,,"1","QTS",
130425,"2016D02004","74120","76",,,59.000000,,,,,,,"","0",,,,,,,"1","QTS",
130426,"2016D02004","74120","77",,,55.000000,,,,,,,"","0",,,,,,,"1","QTS",
130427,"2016D02004","74120","78",,,102.000000,,,,,,,"","1",,,,,,,"1","QTS",
130428,"2016D02004","74120","79",,,80.000000,,,,,,,"","0",,,,,,,"1","QTS",
130429,"2016D02004","74120","80",,,48.000000,,,,,,,"","0",,,,,,,"1","QTS",
130430,"2016D02004","74120","81",,,48.000000,,,,,,,"","0",,,,,,,"1","QTS",
130431,"2016D02004","74120","82",,,39.000000,,,,,,,"","5",,,,,,,"1","QTS",
130432,"2016D02004","74120","83",,,81.000000,,,,,,,"","0",,,,,,,"1","QTS",
130433,"2016D02004","74120","84",,,72.000000,,,,,,,"","1",,,,,,,"1","QTS",
130434,"2016D02004","74120","85",,,76.000000,,,,,,,"","1",,,,,,,"1","QTS",
130435,"2016D02004","74120","86",,,53.000000,,,,,,,"","0",,,,,,,"1","QTS",
130436,"2016D02004","74120","87",,,102.000000,,,,,,,"","0",,,,,,,"1","QTS",
130437,"2016D02004","74120","88",,,,,,,,,,"","5",,,,,,,"1","QTS",
130438,"2016D02004","74120","89",,,,,,,,,,"","5",,,,,,,"1","QTS",
130439,"2016D02004","74120","90",,,34.000000,,,,,,,"","5",,,,,,,"1","QTS",
130440,"2016D02005","74120","31",,,110.000000,,,,,,,"","0",,,,,,,"1","QTS",
130441,"2016D02005","74120","32",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130442,"2016D02005","74120","33",,,112.000000,,,,,,,"","0",,,,,,,"1","QTS",
130443,"2016D02005","74120","34",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130444,"2016D02005","74120","35",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130445,"2016D02005","74120","36",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130446,"2016D02005","74120","37",,,131.000000,,,,,,,"","0",,,,,,,"1","QTS",
130447,"2016D02005","74120","38",,,136.000000,,,,,,,"","0",,,,,,,"1","QTS",
130448,"2016D02005","74120","39",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130449,"2016D02005","74120","40",,,129.000000,,,,,,,"","5",,,,,,,"1","QTS",
130450,"2016D02005","74120","41",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130451,"2016D02005","74120","42",,,118.000000,,,,,,,"","1",,,,,,,"1","QTS",
130452,"2016D02005","74120","43",,,113.000000,,,,,,,"","1",,,,,,,"1","QTS",
130453,"2016D02005","74120","44",,,110.000000,,,,,,,"","0",,,,,,,"1","QTS",
130454,"2016D02005","74120","45",,,117.000000,,,,,,,"","1",,,,,,,"1","QTS",
130455,"2016D02005","74120","46",,,119.000000,,,,,,,"","0",,,,,,,"1","QTS",
130456,"2016D02005","74120","47",,,101.000000,,,,,,,"","0",,,,,,,"1","QTS",
130457,"2016D02005","74120","48",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130458,"2016D02005","74120","49",,,103.000000,,,,,,,"","0",,,,,,,"1","QTS",
130459,"2016D02005","74120","50",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130460,"2016D02005","74120","51",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130461,"2016D02005","74120","52",,,108.000000,,,,,,,"","3",,,,,,,"1","QTS",
130462,"2016D02005","74120","53",,,107.000000,,,,,,,"","0",,,,,,,"1","QTS",
130463,"2016D02005","74120","54",,,131.000000,,,,,,,"","1",,,,,,,"1","QTS",
130464,"2016D02005","74120","55",,,144.000000,,,,,,,"","0",,,,,,,"1","QTS",
130465,"2016D02005","74120","56",,,99.000000,,,,,,,"","0",,,,,,,"1","QTS",
130466,"2016D02005","74120","57",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130467,"2016D02005","74120","58",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130468,"2016D02005","74120","59",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130469,"2016D02005","74120","60",,,113.000000,,,,,,,"","0",,,,,,,"1","QTS",
130470,"2016D02005","74120","61",,,67.000000,,,,,,,"","0",,,,,,,"1","QTS",
130471,"2016D02005","74120","62",,,37.000000,,,,,,,"","0",,,,,,,"1","QTS",
130472,"2016D02005","74120","63",,,35.000000,,,,,,,"","0",,,,,,,"1","QTS",
130473,"2016D02005","74120","64",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130474,"2016D02005","74120","65",,,48.000000,,,,,,,"","0",,,,,,,"1","QTS",
130475,"2016D02005","74120","66",,,37.000000,,,,,,,"","0",,,,,,,"1","QTS",
130476,"2016D02005","74120","67",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130477,"2016D02005","74120","68",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130478,"2016D02005","74120","69",,,40.000000,,,,,,,"","0",,,,,,,"1","QTS",
130479,"2016D02005","74120","70",,,37.000000,,,,,,,"","0",,,,,,,"1","QTS",
130480,"2016D02005","74120","71",,,41.000000,,,,,,,"","0",,,,,,,"1","QTS",
130481,"2016D02005","74120","72",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130482,"2016D02005","74120","73",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130483,"2016D02005","74120","74",,,40.000000,,,,,,,"","0",,,,,,,"1","QTS",
130484,"2016D02005","74120","75",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130485,"2016D02005","74120","76",,,60.000000,,,,,,,"","0",,,,,,,"1","QTS",
130486,"2016D02005","74120","77",,,37.000000,,,,,,,"","0",,,,,,,"1","QTS",
130487,"2016D02005","74120","78",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130488,"2016D02005","74120","79",,,35.000000,,,,,,,"","0",,,,,,,"1","QTS",
130489,"2016D02005","74120","80",,,34.000000,,,,,,,"","0",,,,,,,"1","QTS",
130490,"2016D02005","74120","81",,,31.000000,,,,,,,"","0",,,,,,,"1","QTS",
130491,"2016D02005","74120","82",,,29.000000,,,,,,,"","0",,,,,,,"1","QTS",
130492,"2016D02005","74120","83",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130493,"2016D02005","74120","84",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130494,"2016D02005","74120","85",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130495,"2016D02005","74120","86",,,35.000000,,,,,,,"","0",,,,,,,"1","QTS",
130496,"2016D02005","74120","87",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130497,"2016D02005","74120","88",,,29.000000,,,,,,,"","0",,,,,,,"1","QTS",
130498,"2016D02005","74120","89",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130499,"2016D02005","74120","90",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130500,"2016D02006","74120","31",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130501,"2016D02007","74120","31",,,133.000000,,,,,,,"","5",,,,,,,"1","QTS",
130502,"2016D02007","74120","32",,,123.000000,,,,,,,"","1",,,,,,,"1","QTS",
130503,"2016D02007","74120","33",,,130.000000,,,,,,,"","1",,,,,,,"1","QTS",
130504,"2016D02007","74120","34",,,135.000000,,,,,,,"","5",,,,,,,"1","QTS",
130505,"2016D02007","74120","35",,,115.000000,,,,,,,"","5",,,,,,,"1","QTS",
130506,"2016D02008","74120","31",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130507,"2016D02008","74120","32",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130508,"2016D02008","74120","33",,,119.000000,,,,,,,"","0",,,,,,,"1","QTS",
130509,"2016D02008","74120","34",,,135.000000,,,,,,,"","0",,,,,,,"1","QTS",
130510,"2016D02008","74120","35",,,129.000000,,,,,,,"","0",,,,,,,"1","QTS",
130511,"2016D02008","74120","36",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130512,"2016D02008","74120","37",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130513,"2016D02008","74120","38",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130514,"2016D02008","74120","39",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130515,"2016D02008","74120","40",,,130.000000,,,,,,,"","0",,,,,,,"1","QTS",
130516,"2016D02008","74120","41",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130517,"2016D02008","74120","42",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130518,"2016D02008","74120","43",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130519,"2016D02008","74120","44",,,132.000000,,,,,,,"","0",,,,,,,"1","QTS",
130520,"2016D02008","74120","45",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130521,"2016D02008","74120","46",,,133.000000,,,,,,,"","0",,,,,,,"1","QTS",
130522,"2016D02008","74120","47",,,108.000000,,,,,,,"","4",,,,,,,"1","QTS",
130523,"2016D02008","74120","48",,,123.000000,,,,,,,"","0",,,,,,,"1","QTS",
130524,"2016D02008","74120","49",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130525,"2016D02008","74120","50",,,137.000000,,,,,,,"","0",,,,,,,"1","QTS",
130526,"2016D02008","74120","51",,,128.000000,,,,,,,"","0",,,,,,,"1","QTS",
130527,"2016D02008","74120","52",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130528,"2016D02008","74120","53",,,127.000000,,,,,,,"","0",,,,,,,"1","QTS",
130529,"2016D02008","74120","54",,,108.000000,,,,,,,"","0",,,,,,,"1","QTS",
130530,"2016D02008","74120","55",,,130.000000,,,,,,,"","0",,,,,,,"1","QTS",
130531,"2016D02008","74120","56",,,107.000000,,,,,,,"","0",,,,,,,"1","QTS",
130532,"2016D02008","74120","57",,,126.000000,,,,,,,"","0",,,,,,,"1","QTS",
130533,"2016D02008","74120","58",,,129.000000,,,,,,,"","5",,,,,,,"1","QTS",
130534,"2016D02008","74120","59",,,135.000000,,,,,,,"","0",,,,,,,"1","QTS",
130535,"2016D02008","74120","60",,,126.000000,,,,,,,"","0",,,,,,,"1","QTS",
130536,"2016D02008","74120","61",,,36.000000,,,,,,,"","0",,,,,,,"1","QTS",
130537,"2016D02008","74120","62",,,55.000000,,,,,,,"","0",,,,,,,"1","QTS",
130538,"2016D02008","74120","63",,,100.000000,,,,,,,"","0",,,,,,,"1","QTS",
130539,"2016D02008","74120","64",,,69.000000,,,,,,,"","0",,,,,,,"1","QTS",
130540,"2016D02008","74120","65",,,69.000000,,,,,,,"","0",,,,,,,"1","QTS",
130541,"2016D02008","74120","66",,,62.000000,,,,,,,"","0",,,,,,,"1","QTS",
130542,"2016D02008","74120","67",,,62.000000,,,,,,,"","0",,,,,,,"1","QTS",
130543,"2016D02008","74120","68",,,66.000000,,,,,,,"","0",,,,,,,"1","QTS",
130544,"2016D02008","74120","69",,,54.000000,,,,,,,"","0",,,,,,,"1","QTS",
130545,"2016D02008","74120","70",,,34.000000,,,,,,,"","0",,,,,,,"1","QTS",
130546,"2016D02008","74120","71",,,74.000000,,,,,,,"","0",,,,,,,"1","QTS",
130547,"2016D02008","74120","72",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130548,"2016D02008","74120","73",,,59.000000,,,,,,,"","0",,,,,,,"1","QTS",
130549,"2016D02008","74120","74",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130550,"2016D02008","74120","75",,,62.000000,,,,,,,"","0",,,,,,,"1","QTS",
130551,"2016D02008","74120","76",,,57.000000,,,,,,,"","0",,,,,,,"1","QTS",
130552,"2016D02008","74120","77",,,49.000000,,,,,,,"","0",,,,,,,"1","QTS",
130553,"2016D02008","74120","78",,,63.000000,,,,,,,"","1",,,,,,,"1","QTS",
130554,"2016D02008","74120","79",,,53.000000,,,,,,,"","0",,,,,,,"1","QTS",
130555,"2016D02008","74120","80",,,69.000000,,,,,,,"","0",,,,,,,"1","QTS",
130556,"2016D02008","74120","81",,,35.000000,,,,,,,"","0",,,,,,,"1","QTS",
130557,"2016D02008","74120","82",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130558,"2016D02008","74120","83",,,61.000000,,,,,,,"","0",,,,,,,"1","QTS",
130559,"2016D02008","74120","84",,,38.000000,,,,,,,"","0",,,,,,,"1","QTS",
130560,"2016D02008","74120","85",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130561,"2016D02008","74120","86",,,40.000000,,,,,,,"","0",,,,,,,"1","QTS",
130562,"2016D02008","74120","87",,,26.000000,,,,,,,"","0",,,,,,,"1","QTS",
130563,"2016D02008","74120","88",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130564,"2016D02008","74120","89",,,29.000000,,,,,,,"","0",,,,,,,"1","QTS",
130565,"2016D02008","74120","90",,,41.000000,,,,,,,"","0",,,,,,,"1","QTS",
130566,"2016D02009","74120","31",,,137.000000,,,,,,,"","0",,,,,,,"1","QTS",
130567,"2016D02009","74120","32",,,113.000000,,,,,,,"","0",,,,,,,"1","QTS",
130568,"2016D02009","74120","33",,,111.000000,,,,,,,"","0",,,,,,,"1","QTS",
130569,"2016D02009","74120","34",,,109.000000,,,,,,,"","0",,,,,,,"1","QTS",
130570,"2016D02009","74120","35",,,116.000000,,,,,,,"","0",,,,,,,"1","QTS",
130571,"2016D02009","74120","36",,,100.000000,,,,,,,"","0",,,,,,,"1","QTS",
130572,"2016D02009","74120","37",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130573,"2016D02009","74120","38",,,132.000000,,,,,,,"","0",,,,,,,"1","QTS",
130574,"2016D02009","74120","39",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130575,"2016D02009","74120","40",,,135.000000,,,,,,,"","0",,,,,,,"1","QTS",
130576,"2016D02009","74120","41",,,108.000000,,,,,,,"","0",,,,,,,"1","QTS",
130577,"2016D02009","74120","42",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130578,"2016D02009","74120","43",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130579,"2016D02009","74120","44",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130580,"2016D02009","74120","45",,,108.000000,,,,,,,"","0",,,,,,,"1","QTS",
130581,"2016D02009","74120","46",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130582,"2016D02009","74120","47",,,123.000000,,,,,,,"","0",,,,,,,"1","QTS",
130583,"2016D02009","74120","48",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130584,"2016D02009","74120","49",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130585,"2016D02009","74120","50",,,120.000000,,,,,,,"","0",,,,,,,"1","QTS",
130586,"2016D02009","74120","51",,,125.000000,,,,,,,"","0",,,,,,,"1","QTS",
130587,"2016D02009","74120","52",,,129.000000,,,,,,,"","0",,,,,,,"1","QTS",
130588,"2016D02009","74120","53",,,123.000000,,,,,,,"","0",,,,,,,"1","QTS",
130589,"2016D02009","74120","54",,,124.000000,,,,,,,"","0",,,,,,,"1","QTS",
130590,"2016D02009","74120","55",,,126.000000,,,,,,,"","0",,,,,,,"1","QTS",
130591,"2016D02009","74120","56",,,126.000000,,,,,,,"","0",,,,,,,"1","QTS",
130592,"2016D02009","74120","57",,,117.000000,,,,,,,"","0",,,,,,,"1","QTS",
130593,"2016D02009","74120","58",,,129.000000,,,,,,,"","0",,,,,,,"1","QTS",
130594,"2016D02009","74120","59",,,109.000000,,,,,,,"","0",,,,,,,"1","QTS",
130595,"2016D02009","74120","60",,,111.000000,,,,,,,"","0",,,,,,,"1","QTS",
130596,"2016D02009","74120","61",,,91.000000,,,,,,,"","0",,,,,,,"1","QTS",
130597,"2016D02009","74120","62",,,91.000000,,,,,,,"","0",,,,,,,"1","QTS",
130598,"2016D02009","74120","63",,,53.000000,,,,,,,"","0",,,,,,,"1","QTS",
130599,"2016D02009","74120","64",,,99.000000,,,,,,,"","0",,,,,,,"1","QTS",
130600,"2016D02009","74120","65",,,49.000000,,,,,,,"","0",,,,,,,"1","QTS",
130601,"2016D02009","74120","66",,,47.000000,,,,,,,"","0",,,,,,,"1","QTS",
130602,"2016D02009","74120","67",,,51.000000,,,,,,,"","0",,,,,,,"1","QTS",
130603,"2016D02009","74120","68",,,57.000000,,,,,,,"","0",,,,,,,"1","QTS",
130604,"2016D02009","74120","69",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130605,"2016D02009","74120","70",,,25.000000,,,,,,,"","0",,,,,,,"1","QTS",
130606,"2016D02009","74120","71",,,56.000000,,,,,,,"","0",,,,,,,"1","QTS",
130607,"2016D02009","74120","72",,,30.000000,,,,,,,"","0",,,,,,,"1","QTS",
130608,"2016D02009","74120","73",,,55.000000,,,,,,,"","0",,,,,,,"1","QTS",
130609,"2016D02009","74120","74",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130610,"2016D02009","74120","75",,,30.000000,,,,,,,"","0",,,,,,,"1","QTS",
130611,"2016D02009","74120","76",,,48.000000,,,,,,,"","0",,,,,,,"1","QTS",
130612,"2016D02009","74120","77",,,54.000000,,,,,,,"","0",,,,,,,"1","QTS",
130613,"2016D02009","74120","78",,,24.000000,,,,,,,"","0",,,,,,,"1","QTS",
130614,"2016D02009","74120","79",,,33.000000,,,,,,,"","0",,,,,,,"1","QTS",
130615,"2016D02009","74120","80",,,29.000000,,,,,,,"","0",,,,,,,"1","QTS",
130616,"2016D02009","74120","81",,,30.000000,,,,,,,"","0",,,,,,,"1","QTS",
130617,"2016D02009","74120","82",,,32.000000,,,,,,,"","0",,,,,,,"1","QTS",
130618,"2016D02009","74120","83",,,28.000000,,,,,,,"","0",,,,,,,"1","QTS",
130619,"2016D02009","74120","84",,,30.000000,,,,,,,"","0",,,,,,,"1","QTS",
130620,"2016D02009","74120","85",,,23.000000,,,,,,,"","0",,,,,,,"1","QTS",
130621,"2016D02009","74120","86",,,23.000000,,,,,,,"","0",,,,,,,"1","QTS",
130622,"2016D02009","74120","87",,,28.000000,,,,,,,"","0",,,,,,,"1","QTS",
130623,"2016D02009","74120","88",,,31.000000,,,,,,,"","0",,,,,,,"1","QTS",
130624,"2016D02009","74120","89",,,23.000000,,,,,,,"","0",,,,,,,"1","QTS",
130625,"2016D02009","74120","90",,,23.000000,,,,,,,"","0",,,,,,,"1","QTS",
130626,"2016D02010","74120","31",,,119.000000,,,,,,,"","0",,,,,,,"1","QTS",
130627,"2016D02010","74120","32",,,118.000000,,,,,,,"","0",,,,,,,"1","QTS",
130628,"2016D02010","74120","33",,,116.000000,,,,,,,"","0",,,,,,,"1","QTS",
130629,"2016D02010","74120","34",,,116.000000,,,,,,,"","0",,,,,,,"1","QTS",
130630,"2016D02010","74120","35",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130631,"2016D02010","74120","36",,,121.000000,,,,,,,"","0",,,,,,,"1","QTS",
130632,"2016D02010","74120","37",,,115.000000,,,,,,,"","0",,,,,,,"1","QTS",
130633,"2016D02010","74120","38",,,137.000000,,,,,,,"","0",,,,,,,"1","QTS",
130634,"2016D02010","74120","39",,,120.000000,,,,,,,"","0",,,,,,,"1","QTS",
